hook,total_power,low_frac,mid_frac,high_frac
H08kappaout,0.000267582741798833,0.38932258169181144,0.594951223419439,0.015726177555872425
H09poisson,42351.4609375,0.9997497688151623,0.00023547201324339092,1.4760042763239396e-05
