model,img_idx,true_class,group,hook,repr_dist
D4LensPINN,53,1,flip_h_r270,H14_eff5,0.8596735111647569
D4LensPINN,53,1,flip_h_r270,H14b_eff6,0.6135010700668806
D4LensPINN,53,1,flip_h_r270,H15_before_gap,0.9388462532823614
D4LensPINN,53,1,flip_h_r270,H16_after_gap,0.1534835531855738
D4LensPINN,53,1,flip_h_r270,H17_pre_linear,0.1534835531855738
D4LensPINN,54,2,e,H00_preprocess,0.0
D4LensPINN,54,2,e,H01_enc1,0.0
D4LensPINN,54,2,e,H02_enc2,0.0
D4LensPINN,54,2,e,H03_enc3,0.0
D4LensPINN,54,2,e,H04_bot,0.0
D4LensPINN,54,2,e,H08_kappa_out,0.0
D4LensPINN,54,2,e,H09_poisson,0.0
D4LensPINN,54,2,e,H10_deflection,0.0
D4LensPINN,54,2,e,H11_inv_lens,0.0
D4LensPINN,54,2,e,H12_HANDOFF,0.0
D4LensPINN,54,2,e,H12b_input_proj,0.0
D4LensPINN,54,2,e,H13_eff3,0.0
D4LensPINN,54,2,e,H13b_eff4,0.0
D4LensPINN,54,2,e,H14_eff5,0.0
D4LensPINN,54,2,e,H14b_eff6,0.0
D4LensPINN,54,2,e,H15_before_gap,0.0
D4LensPINN,54,2,e,H16_after_gap,0.0
D4LensPINN,54,2,e,H17_pre_linear,0.0
D4LensPINN,54,2,r90,H00_preprocess,1.191474159592736
D4LensPINN,54,2,r90,H01_enc1,1.0770192944469623
D4LensPINN,54,2,r90,H02_enc2,0.8999752776415131
D4LensPINN,54,2,r90,H03_enc3,0.7044296543947267
D4LensPINN,54,2,r90,H04_bot,0.4797609810744113
D4LensPINN,54,2,r90,H08_kappa_out,1.2084922500294548
D4LensPINN,54,2,r90,H09_poisson,0.058802639317754875
D4LensPINN,54,2,r90,H10_deflection,0.3966867985127264
D4LensPINN,54,2,r90,H11_inv_lens,1.030922718903562
D4LensPINN,54,2,r90,H12_HANDOFF,1.0322954967273146
D4LensPINN,54,2,r90,H12b_input_proj,1.1621255548146165
D4LensPINN,54,2,r90,H13_eff3,1.0904596545679848
D4LensPINN,54,2,r90,H13b_eff4,1.0438792396315673
D4LensPINN,54,2,r90,H14_eff5,0.9126640957530706
D4LensPINN,54,2,r90,H14b_eff6,0.5746265153642268
D4LensPINN,54,2,r90,H15_before_gap,0.9743855553510713
D4LensPINN,54,2,r90,H16_after_gap,0.16134533868670894
D4LensPINN,54,2,r90,H17_pre_linear,0.16134533868670894
D4LensPINN,54,2,r180,H00_preprocess,1.165690145689132
D4LensPINN,54,2,r180,H01_enc1,1.0576182805356829
D4LensPINN,54,2,r180,H02_enc2,0.9235111277288818
D4LensPINN,54,2,r180,H03_enc3,0.7504883860910282
D4LensPINN,54,2,r180,H04_bot,0.5169669260283779
D4LensPINN,54,2,r180,H08_kappa_out,1.1880729646048291
D4LensPINN,54,2,r180,H09_poisson,0.05791532700421667
D4LensPINN,54,2,r180,H10_deflection,0.4263947713030805
D4LensPINN,54,2,r180,H11_inv_lens,1.1761622963086094
D4LensPINN,54,2,r180,H12_HANDOFF,1.1774385659429092
D4LensPINN,54,2,r180,H12b_input_proj,1.2790006032761616
D4LensPINN,54,2,r180,H13_eff3,1.0472660718558346
D4LensPINN,54,2,r180,H13b_eff4,1.0319369492826735
D4LensPINN,54,2,r180,H14_eff5,0.9878087604525241
D4LensPINN,54,2,r180,H14b_eff6,0.6981212633889229
D4LensPINN,54,2,r180,H15_before_gap,1.1645990857644308
D4LensPINN,54,2,r180,H16_after_gap,0.17616793963265723
D4LensPINN,54,2,r180,H17_pre_linear,0.17616793963265723
D4LensPINN,54,2,r270,H00_preprocess,1.191474159592736
D4LensPINN,54,2,r270,H01_enc1,1.057885428276547
D4LensPINN,54,2,r270,H02_enc2,0.886247126615665
D4LensPINN,54,2,r270,H03_enc3,0.6949611490612242
D4LensPINN,54,2,r270,H04_bot,0.4966921432438535
D4LensPINN,54,2,r270,H08_kappa_out,1.325093263883938
D4LensPINN,54,2,r270,H09_poisson,0.039710060168837866
D4LensPINN,54,2,r270,H10_deflection,0.35141213493078094
D4LensPINN,54,2,r270,H11_inv_lens,1.0320691661523391
D4LensPINN,54,2,r270,H12_HANDOFF,1.033029804860377
D4LensPINN,54,2,r270,H12b_input_proj,1.169760353942889
D4LensPINN,54,2,r270,H13_eff3,1.0583316362332227
D4LensPINN,54,2,r270,H13b_eff4,0.9677854180353559
D4LensPINN,54,2,r270,H14_eff5,0.8717119192680287
D4LensPINN,54,2,r270,H14b_eff6,0.6256543534954713
D4LensPINN,54,2,r270,H15_before_gap,0.9300316364105164
D4LensPINN,54,2,r270,H16_after_gap,0.7299325651139322
D4LensPINN,54,2,r270,H17_pre_linear,0.7299325651139322
D4LensPINN,54,2,flip_h,H00_preprocess,1.1739347981447434
D4LensPINN,54,2,flip_h,H01_enc1,1.043252701148683
D4LensPINN,54,2,flip_h,H02_enc2,0.8207341459327865
D4LensPINN,54,2,flip_h,H03_enc3,0.5992063651398695
D4LensPINN,54,2,flip_h,H04_bot,0.2877540289227071
D4LensPINN,54,2,flip_h,H08_kappa_out,1.1199435058093676
D4LensPINN,54,2,flip_h,H09_poisson,0.046541307966933496
D4LensPINN,54,2,flip_h,H10_deflection,0.27300016439137226
D4LensPINN,54,2,flip_h,H11_inv_lens,0.619576519088568
D4LensPINN,54,2,flip_h,H12_HANDOFF,0.6231766537313115
D4LensPINN,54,2,flip_h,H12b_input_proj,0.7482902075553188
D4LensPINN,54,2,flip_h,H13_eff3,0.9585751657423556
D4LensPINN,54,2,flip_h,H13b_eff4,0.8467612198515936
D4LensPINN,54,2,flip_h,H14_eff5,0.7908745598244046
D4LensPINN,54,2,flip_h,H14b_eff6,0.31735979745032644
D4LensPINN,54,2,flip_h,H15_before_gap,0.49586974520984956
D4LensPINN,54,2,flip_h,H16_after_gap,0.3512345882394247
D4LensPINN,54,2,flip_h,H17_pre_linear,0.3512345882394247
D4LensPINN,54,2,flip_h_r90,H00_preprocess,1.1031077466871624
D4LensPINN,54,2,flip_h_r90,H01_enc1,1.021749430772263
D4LensPINN,54,2,flip_h_r90,H02_enc2,0.892326897057596
D4LensPINN,54,2,flip_h_r90,H03_enc3,0.6853867350776324
D4LensPINN,54,2,flip_h_r90,H04_bot,0.5025443034133993
D4LensPINN,54,2,flip_h_r90,H08_kappa_out,1.2341999474811827
D4LensPINN,54,2,flip_h_r90,H09_poisson,0.05098572719031129
D4LensPINN,54,2,flip_h_r90,H10_deflection,0.43120835177871486
D4LensPINN,54,2,flip_h_r90,H11_inv_lens,1.1074462989590415
D4LensPINN,54,2,flip_h_r90,H12_HANDOFF,1.1083175199592679
D4LensPINN,54,2,flip_h_r90,H12b_input_proj,1.2268956637767603
D4LensPINN,54,2,flip_h_r90,H13_eff3,1.0434577392046518
D4LensPINN,54,2,flip_h_r90,H13b_eff4,1.0489269734777371
D4LensPINN,54,2,flip_h_r90,H14_eff5,1.0035496501588095
D4LensPINN,54,2,flip_h_r90,H14b_eff6,0.6354686019866631
D4LensPINN,54,2,flip_h_r90,H15_before_gap,1.0636369164765342
D4LensPINN,54,2,flip_h_r90,H16_after_gap,0.15674266145685817
D4LensPINN,54,2,flip_h_r90,H17_pre_linear,0.15674266145685817
D4LensPINN,54,2,flip_h_r180,H00_preprocess,1.2475614948516693
D4LensPINN,54,2,flip_h_r180,H01_enc1,1.0893331631632701
D4LensPINN,54,2,flip_h_r180,H02_enc2,0.9415486416148289
D4LensPINN,54,2,flip_h_r180,H03_enc3,0.7565322160692692
D4LensPINN,54,2,flip_h_r180,H04_bot,0.5306453482210837
D4LensPINN,54,2,flip_h_r180,H08_kappa_out,1.3255905367285121
D4LensPINN,54,2,flip_h_r180,H09_poisson,0.0445126808524132
D4LensPINN,54,2,flip_h_r180,H10_deflection,0.39643801509501003
D4LensPINN,54,2,flip_h_r180,H11_inv_lens,1.1720656184675509
D4LensPINN,54,2,flip_h_r180,H12_HANDOFF,1.1730077472740466
D4LensPINN,54,2,flip_h_r180,H12b_input_proj,1.2817206775090126
D4LensPINN,54,2,flip_h_r180,H13_eff3,1.0614572480855262
D4LensPINN,54,2,flip_h_r180,H13b_eff4,1.0154902970730457
D4LensPINN,54,2,flip_h_r180,H14_eff5,0.9369810199129515
D4LensPINN,54,2,flip_h_r180,H14b_eff6,0.6342614350169128
D4LensPINN,54,2,flip_h_r180,H15_before_gap,1.066146036030886
D4LensPINN,54,2,flip_h_r180,H16_after_gap,0.10967783712217721
D4LensPINN,54,2,flip_h_r180,H17_pre_linear,0.10967783712217721
D4LensPINN,54,2,flip_h_r270,H00_preprocess,1.1566421281997084
D4LensPINN,54,2,flip_h_r270,H01_enc1,1.0259298323172366
D4LensPINN,54,2,flip_h_r270,H02_enc2,0.834138734084873
D4LensPINN,54,2,flip_h_r270,H03_enc3,0.6521162806947411
D4LensPINN,54,2,flip_h_r270,H04_bot,0.43803181033993865
D4LensPINN,54,2,flip_h_r270,H08_kappa_out,0.9854966319895394
D4LensPINN,54,2,flip_h_r270,H09_poisson,0.038786882500849926
D4LensPINN,54,2,flip_h_r270,H10_deflection,0.22031404951094596
D4LensPINN,54,2,flip_h_r270,H11_inv_lens,0.8299691582628853
D4LensPINN,54,2,flip_h_r270,H12_HANDOFF,0.8314197573931396
D4LensPINN,54,2,flip_h_r270,H12b_input_proj,0.9666409660652144
D4LensPINN,54,2,flip_h_r270,H13_eff3,1.0213428501159147
D4LensPINN,54,2,flip_h_r270,H13b_eff4,0.9100909438380063
D4LensPINN,54,2,flip_h_r270,H14_eff5,0.7416043984632079
D4LensPINN,54,2,flip_h_r270,H14b_eff6,0.5629342329692252
D4LensPINN,54,2,flip_h_r270,H15_before_gap,1.0514658900604181
D4LensPINN,54,2,flip_h_r270,H16_after_gap,0.19513739410461603
D4LensPINN,54,2,flip_h_r270,H17_pre_linear,0.19513739410461603
D4LensPINN,55,2,e,H00_preprocess,0.0
D4LensPINN,55,2,e,H01_enc1,0.0
D4LensPINN,55,2,e,H02_enc2,0.0
D4LensPINN,55,2,e,H03_enc3,0.0
D4LensPINN,55,2,e,H04_bot,0.0
D4LensPINN,55,2,e,H08_kappa_out,0.0
D4LensPINN,55,2,e,H09_poisson,0.0
D4LensPINN,55,2,e,H10_deflection,0.0
D4LensPINN,55,2,e,H11_inv_lens,0.0
D4LensPINN,55,2,e,H12_HANDOFF,0.0
D4LensPINN,55,2,e,H12b_input_proj,0.0
D4LensPINN,55,2,e,H13_eff3,0.0
D4LensPINN,55,2,e,H13b_eff4,0.0
D4LensPINN,55,2,e,H14_eff5,0.0
D4LensPINN,55,2,e,H14b_eff6,0.0
D4LensPINN,55,2,e,H15_before_gap,0.0
D4LensPINN,55,2,e,H16_after_gap,0.0
D4LensPINN,55,2,e,H17_pre_linear,0.0
D4LensPINN,55,2,r90,H00_preprocess,1.2441529967774516
D4LensPINN,55,2,r90,H01_enc1,1.1263445541376145
D4LensPINN,55,2,r90,H02_enc2,0.9990274270933861
D4LensPINN,55,2,r90,H03_enc3,0.8611503190386849
D4LensPINN,55,2,r90,H04_bot,0.7178399285534579
D4LensPINN,55,2,r90,H08_kappa_out,0.9678525088311306
D4LensPINN,55,2,r90,H09_poisson,0.04003730451178891
D4LensPINN,55,2,r90,H10_deflection,0.29594662758165025
D4LensPINN,55,2,r90,H11_inv_lens,0.8648668684107084
D4LensPINN,55,2,r90,H12_HANDOFF,0.8671862134420042
D4LensPINN,55,2,r90,H12b_input_proj,0.9517883183940143
D4LensPINN,55,2,r90,H13_eff3,1.0403257649126376
D4LensPINN,55,2,r90,H13b_eff4,1.0863839490722995
D4LensPINN,55,2,r90,H14_eff5,1.0604730439975816
D4LensPINN,55,2,r90,H14b_eff6,0.5820940293716491
D4LensPINN,55,2,r90,H15_before_gap,1.655634443378151
D4LensPINN,55,2,r90,H16_after_gap,2.4421273576394107
D4LensPINN,55,2,r90,H17_pre_linear,2.4421273576394107
D4LensPINN,55,2,r180,H00_preprocess,1.280661904230166
D4LensPINN,55,2,r180,H01_enc1,1.1536793920275612
D4LensPINN,55,2,r180,H02_enc2,0.9495444471201813
D4LensPINN,55,2,r180,H03_enc3,0.7347628865159624
D4LensPINN,55,2,r180,H04_bot,0.4399193656534855
D4LensPINN,55,2,r180,H08_kappa_out,0.7023304808951919
D4LensPINN,55,2,r180,H09_poisson,0.016691349896231996
D4LensPINN,55,2,r180,H10_deflection,0.13385456648086508
D4LensPINN,55,2,r180,H11_inv_lens,0.6867111525347733
D4LensPINN,55,2,r180,H12_HANDOFF,0.6891692722116958
D4LensPINN,55,2,r180,H12b_input_proj,0.7784436927384226
D4LensPINN,55,2,r180,H13_eff3,0.8818022999584727
D4LensPINN,55,2,r180,H13b_eff4,0.7568641534021424
D4LensPINN,55,2,r180,H14_eff5,0.6519518155531524
D4LensPINN,55,2,r180,H14b_eff6,0.22779476147817843
D4LensPINN,55,2,r180,H15_before_gap,0.6419881823282096
D4LensPINN,55,2,r180,H16_after_gap,0.4930029524052982
D4LensPINN,55,2,r180,H17_pre_linear,0.4930029524052982
D4LensPINN,55,2,r270,H00_preprocess,1.2441529967774516
D4LensPINN,55,2,r270,H01_enc1,1.096940706189153
D4LensPINN,55,2,r270,H02_enc2,0.9856532870026861
D4LensPINN,55,2,r270,H03_enc3,0.8287351800080373
D4LensPINN,55,2,r270,H04_bot,0.7173517575144025
D4LensPINN,55,2,r270,H08_kappa_out,0.937545990920125
D4LensPINN,55,2,r270,H09_poisson,0.04092297083594443
D4LensPINN,55,2,r270,H10_deflection,0.2603046736211456
D4LensPINN,55,2,r270,H11_inv_lens,0.8644969398075321
D4LensPINN,55,2,r270,H12_HANDOFF,0.8669939207238578
D4LensPINN,55,2,r270,H12b_input_proj,0.9490339735134038
D4LensPINN,55,2,r270,H13_eff3,1.0535272214081963
D4LensPINN,55,2,r270,H13b_eff4,1.0363100168860508
D4LensPINN,55,2,r270,H14_eff5,1.0182831513812922
D4LensPINN,55,2,r270,H14b_eff6,0.537483559958741
D4LensPINN,55,2,r270,H15_before_gap,1.4750521250986521
D4LensPINN,55,2,r270,H16_after_gap,2.1233572124960847
D4LensPINN,55,2,r270,H17_pre_linear,2.1233572124960847
D4LensPINN,55,2,flip_h,H00_preprocess,1.177618662526937
D4LensPINN,55,2,flip_h,H01_enc1,1.0431281838140842
D4LensPINN,55,2,flip_h,H02_enc2,0.8498614440151507
D4LensPINN,55,2,flip_h,H03_enc3,0.613250017507705
D4LensPINN,55,2,flip_h,H04_bot,0.4046079204107176
D4LensPINN,55,2,flip_h,H08_kappa_out,0.6596792517837117
D4LensPINN,55,2,flip_h,H09_poisson,0.015109455490993495
D4LensPINN,55,2,flip_h,H10_deflection,0.14961976598489674
D4LensPINN,55,2,flip_h,H11_inv_lens,0.323300306385085
D4LensPINN,55,2,flip_h,H12_HANDOFF,0.3261511846215553
D4LensPINN,55,2,flip_h,H12b_input_proj,0.3969743672929414
D4LensPINN,55,2,flip_h,H13_eff3,0.8514621551356267
D4LensPINN,55,2,flip_h,H13b_eff4,0.8141589189354775
D4LensPINN,55,2,flip_h,H14_eff5,0.656162402876478
D4LensPINN,55,2,flip_h,H14b_eff6,0.3086881918544975
D4LensPINN,55,2,flip_h,H15_before_gap,0.939114846192591
D4LensPINN,55,2,flip_h,H16_after_gap,0.7109063352100268
D4LensPINN,55,2,flip_h,H17_pre_linear,0.7109063352100268
D4LensPINN,55,2,flip_h_r90,H00_preprocess,1.2265725702665073
D4LensPINN,55,2,flip_h_r90,H01_enc1,1.089787906085054
D4LensPINN,55,2,flip_h_r90,H02_enc2,0.9666204443880079
D4LensPINN,55,2,flip_h_r90,H03_enc3,0.85681964300572
D4LensPINN,55,2,flip_h_r90,H04_bot,0.7695604682389221
D4LensPINN,55,2,flip_h_r90,H08_kappa_out,0.9535987922145408
D4LensPINN,55,2,flip_h_r90,H09_poisson,0.03646641674289145
D4LensPINN,55,2,flip_h_r90,H10_deflection,0.2654419868465141
D4LensPINN,55,2,flip_h_r90,H11_inv_lens,0.828319100662857
D4LensPINN,55,2,flip_h_r90,H12_HANDOFF,0.830857758816798
D4LensPINN,55,2,flip_h_r90,H12b_input_proj,0.9127121826532555
D4LensPINN,55,2,flip_h_r90,H13_eff3,1.049444211976638
D4LensPINN,55,2,flip_h_r90,H13b_eff4,1.0914298684870698
D4LensPINN,55,2,flip_h_r90,H14_eff5,1.1321320216068207
D4LensPINN,55,2,flip_h_r90,H14b_eff6,0.641226209945407
D4LensPINN,55,2,flip_h_r90,H15_before_gap,1.892525663401848
D4LensPINN,55,2,flip_h_r90,H16_after_gap,2.8388902596018215
D4LensPINN,55,2,flip_h_r90,H17_pre_linear,2.8388902596018215
D4LensPINN,55,2,flip_h_r180,H00_preprocess,1.28275408874441
D4LensPINN,55,2,flip_h_r180,H01_enc1,1.0875830068166439
D4LensPINN,55,2,flip_h_r180,H02_enc2,0.8862628623236887
D4LensPINN,55,2,flip_h_r180,H03_enc3,0.6516012864156674
D4LensPINN,55,2,flip_h_r180,H04_bot,0.44081977311346593
D4LensPINN,55,2,flip_h_r180,H08_kappa_out,0.6697871196950406
D4LensPINN,55,2,flip_h_r180,H09_poisson,0.02013034838212017
D4LensPINN,55,2,flip_h_r180,H10_deflection,0.11931383252313414
D4LensPINN,55,2,flip_h_r180,H11_inv_lens,0.6608616041976416
D4LensPINN,55,2,flip_h_r180,H12_HANDOFF,0.66330723050232
D4LensPINN,55,2,flip_h_r180,H12b_input_proj,0.7507263769410495
D4LensPINN,55,2,flip_h_r180,H13_eff3,0.9009177878243693
D4LensPINN,55,2,flip_h_r180,H13b_eff4,0.7967638352357206
D4LensPINN,55,2,flip_h_r180,H14_eff5,0.7530062215765657
D4LensPINN,55,2,flip_h_r180,H14b_eff6,0.3502959347141235
D4LensPINN,55,2,flip_h_r180,H15_before_gap,1.069443154903828
D4LensPINN,55,2,flip_h_r180,H16_after_gap,1.4266247405912036
D4LensPINN,55,2,flip_h_r180,H17_pre_linear,1.4266247405912036
D4LensPINN,55,2,flip_h_r270,H00_preprocess,1.2573893670933358
D4LensPINN,55,2,flip_h_r270,H01_enc1,1.1710555824509772
D4LensPINN,55,2,flip_h_r270,H02_enc2,1.0424306078743053
D4LensPINN,55,2,flip_h_r270,H03_enc3,0.9057431896838234
D4LensPINN,55,2,flip_h_r270,H04_bot,0.7167753795957006
D4LensPINN,55,2,flip_h_r270,H08_kappa_out,0.8736821002874228
D4LensPINN,55,2,flip_h_r270,H09_poisson,0.038852602431341525
D4LensPINN,55,2,flip_h_r270,H10_deflection,0.28434744787572536
D4LensPINN,55,2,flip_h_r270,H11_inv_lens,0.8890170508786911
D4LensPINN,55,2,flip_h_r270,H12_HANDOFF,0.8913756604774766
D4LensPINN,55,2,flip_h_r270,H12b_input_proj,0.9750237360629677
D4LensPINN,55,2,flip_h_r270,H13_eff3,1.0568667941779484
D4LensPINN,55,2,flip_h_r270,H13b_eff4,1.0150092581764498
D4LensPINN,55,2,flip_h_r270,H14_eff5,0.9325651992394581
D4LensPINN,55,2,flip_h_r270,H14b_eff6,0.5094442097767727
D4LensPINN,55,2,flip_h_r270,H15_before_gap,1.5016391863773577
D4LensPINN,55,2,flip_h_r270,H16_after_gap,2.1369971723909518
D4LensPINN,55,2,flip_h_r270,H17_pre_linear,2.1369971723909518
D4LensPINN,56,0,e,H00_preprocess,0.0
D4LensPINN,56,0,e,H01_enc1,0.0
D4LensPINN,56,0,e,H02_enc2,0.0
D4LensPINN,56,0,e,H03_enc3,0.0
D4LensPINN,56,0,e,H04_bot,0.0
D4LensPINN,56,0,e,H08_kappa_out,0.0
D4LensPINN,56,0,e,H09_poisson,0.0
D4LensPINN,56,0,e,H10_deflection,0.0
D4LensPINN,56,0,e,H11_inv_lens,0.0
D4LensPINN,56,0,e,H12_HANDOFF,0.0
D4LensPINN,56,0,e,H12b_input_proj,0.0
D4LensPINN,56,0,e,H13_eff3,0.0
D4LensPINN,56,0,e,H13b_eff4,0.0
D4LensPINN,56,0,e,H14_eff5,0.0
D4LensPINN,56,0,e,H14b_eff6,0.0
D4LensPINN,56,0,e,H15_before_gap,0.0
D4LensPINN,56,0,e,H16_after_gap,0.0
D4LensPINN,56,0,e,H17_pre_linear,0.0
D4LensPINN,56,0,r90,H00_preprocess,1.2735543071763031
D4LensPINN,56,0,r90,H01_enc1,1.1024965107715246
D4LensPINN,56,0,r90,H02_enc2,0.959605136184559
D4LensPINN,56,0,r90,H03_enc3,0.8419093931154066
D4LensPINN,56,0,r90,H04_bot,0.8281516272587883
D4LensPINN,56,0,r90,H08_kappa_out,0.9145307565088975
D4LensPINN,56,0,r90,H09_poisson,0.06824574092049573
D4LensPINN,56,0,r90,H10_deflection,0.45920982112687153
D4LensPINN,56,0,r90,H11_inv_lens,0.8869197996180671
D4LensPINN,56,0,r90,H12_HANDOFF,0.88821005790618
D4LensPINN,56,0,r90,H12b_input_proj,0.9871798509736043
D4LensPINN,56,0,r90,H13_eff3,1.0280506731043768
D4LensPINN,56,0,r90,H13b_eff4,1.0007882345117685
D4LensPINN,56,0,r90,H14_eff5,0.9632226942107692
D4LensPINN,56,0,r90,H14b_eff6,0.6220458209373144
D4LensPINN,56,0,r90,H15_before_gap,1.9925742088447567
D4LensPINN,56,0,r90,H16_after_gap,2.350235012597943
D4LensPINN,56,0,r90,H17_pre_linear,2.350235012597943
D4LensPINN,56,0,r180,H00_preprocess,1.2652745513087122
D4LensPINN,56,0,r180,H01_enc1,1.1020215818452455
D4LensPINN,56,0,r180,H02_enc2,0.974055204381734
D4LensPINN,56,0,r180,H03_enc3,0.8353396908635378
D4LensPINN,56,0,r180,H04_bot,0.7904755125422973
D4LensPINN,56,0,r180,H08_kappa_out,0.8581558088959182
D4LensPINN,56,0,r180,H09_poisson,0.06518884861524193
D4LensPINN,56,0,r180,H10_deflection,0.41631222381723326
D4LensPINN,56,0,r180,H11_inv_lens,1.093156420758922
D4LensPINN,56,0,r180,H12_HANDOFF,1.0941731239358212
D4LensPINN,56,0,r180,H12b_input_proj,1.1932789904665078
D4LensPINN,56,0,r180,H13_eff3,0.9805544313881225
D4LensPINN,56,0,r180,H13b_eff4,0.8311462132605802
D4LensPINN,56,0,r180,H14_eff5,0.6963557317442023
D4LensPINN,56,0,r180,H14b_eff6,0.24805158941528938
D4LensPINN,56,0,r180,H15_before_gap,0.6272574647054806
D4LensPINN,56,0,r180,H16_after_gap,0.49030391341335516
D4LensPINN,56,0,r180,H17_pre_linear,0.49030391341335516
D4LensPINN,56,0,r270,H00_preprocess,1.2735543071763031
D4LensPINN,56,0,r270,H01_enc1,1.1291738938588929
D4LensPINN,56,0,r270,H02_enc2,0.9700823030824259
D4LensPINN,56,0,r270,H03_enc3,0.8502178688488988
D4LensPINN,56,0,r270,H04_bot,0.8389832111980954
D4LensPINN,56,0,r270,H08_kappa_out,0.9167256202241213
D4LensPINN,56,0,r270,H09_poisson,0.050445616466425584
D4LensPINN,56,0,r270,H10_deflection,0.2884638354400319
D4LensPINN,56,0,r270,H11_inv_lens,0.8871290843375044
D4LensPINN,56,0,r270,H12_HANDOFF,0.8883053867623516
D4LensPINN,56,0,r270,H12b_input_proj,0.9872579181590394
D4LensPINN,56,0,r270,H13_eff3,1.0394851442243453
D4LensPINN,56,0,r270,H13b_eff4,0.9787214912196543
D4LensPINN,56,0,r270,H14_eff5,0.9166389756400799
D4LensPINN,56,0,r270,H14b_eff6,0.6097916171458798
D4LensPINN,56,0,r270,H15_before_gap,1.8604892357611504
D4LensPINN,56,0,r270,H16_after_gap,2.1628489619201927
D4LensPINN,56,0,r270,H17_pre_linear,2.1628489619201927
D4LensPINN,56,0,flip_h,H00_preprocess,1.2247175328435569
D4LensPINN,56,0,flip_h,H01_enc1,1.0617868389193739
D4LensPINN,56,0,flip_h,H02_enc2,0.8726898683388358
D4LensPINN,56,0,flip_h,H03_enc3,0.7429301711233722
D4LensPINN,56,0,flip_h,H04_bot,0.7490649064462576
D4LensPINN,56,0,flip_h,H08_kappa_out,0.5904830450664994
D4LensPINN,56,0,flip_h,H09_poisson,0.03197403339124639
D4LensPINN,56,0,flip_h,H10_deflection,0.28168297226857586
D4LensPINN,56,0,flip_h,H11_inv_lens,0.485775136030117
D4LensPINN,56,0,flip_h,H12_HANDOFF,0.4874748473130262
D4LensPINN,56,0,flip_h,H12b_input_proj,0.5786551545639591
D4LensPINN,56,0,flip_h,H13_eff3,0.8652872673578877
D4LensPINN,56,0,flip_h,H13b_eff4,0.7286108973893858
D4LensPINN,56,0,flip_h,H14_eff5,0.6487041833231106
D4LensPINN,56,0,flip_h,H14b_eff6,0.27911117460414403
D4LensPINN,56,0,flip_h,H15_before_gap,0.6444132408847983
D4LensPINN,56,0,flip_h,H16_after_gap,0.5683508933095728
D4LensPINN,56,0,flip_h,H17_pre_linear,0.5683508933095728
D4LensPINN,56,0,flip_h_r90,H00_preprocess,1.245601685741902
D4LensPINN,56,0,flip_h_r90,H01_enc1,1.09701219827706
D4LensPINN,56,0,flip_h_r90,H02_enc2,0.9878300507384137
D4LensPINN,56,0,flip_h_r90,H03_enc3,0.9953964817048618
D4LensPINN,56,0,flip_h_r90,H04_bot,1.0912531091580788
D4LensPINN,56,0,flip_h_r90,H08_kappa_out,0.8999722435034535
D4LensPINN,56,0,flip_h_r90,H09_poisson,0.04772666713291375
D4LensPINN,56,0,flip_h_r90,H10_deflection,0.2715645352186873
D4LensPINN,56,0,flip_h_r90,H11_inv_lens,0.7096742887731122
D4LensPINN,56,0,flip_h_r90,H12_HANDOFF,0.7110136304057161
D4LensPINN,56,0,flip_h_r90,H12b_input_proj,0.8014144635516682
D4LensPINN,56,0,flip_h_r90,H13_eff3,1.033087207129862
D4LensPINN,56,0,flip_h_r90,H13b_eff4,0.9517401293807749
D4LensPINN,56,0,flip_h_r90,H14_eff5,0.8900976295425632
D4LensPINN,56,0,flip_h_r90,H14b_eff6,0.6596281691349887
D4LensPINN,56,0,flip_h_r90,H15_before_gap,2.2200849856702116
D4LensPINN,56,0,flip_h_r90,H16_after_gap,2.699967032015358
D4LensPINN,56,0,flip_h_r90,H17_pre_linear,2.699967032015358
D4LensPINN,56,0,flip_h_r180,H00_preprocess,1.2808427343423476
D4LensPINN,56,0,flip_h_r180,H01_enc1,1.1277150878764022
D4LensPINN,56,0,flip_h_r180,H02_enc2,0.9774620438605218
D4LensPINN,56,0,flip_h_r180,H03_enc3,0.842935535223111
D4LensPINN,56,0,flip_h_r180,H04_bot,0.8029197155308082
D4LensPINN,56,0,flip_h_r180,H08_kappa_out,0.8809301666926554
D4LensPINN,56,0,flip_h_r180,H09_poisson,0.0562828418516313
D4LensPINN,56,0,flip_h_r180,H10_deflection,0.3025256856169319
D4LensPINN,56,0,flip_h_r180,H11_inv_lens,1.070752391179465
D4LensPINN,56,0,flip_h_r180,H12_HANDOFF,1.071944940975171
D4LensPINN,56,0,flip_h_r180,H12b_input_proj,1.1742835691243108
D4LensPINN,56,0,flip_h_r180,H13_eff3,0.9710048169742503
D4LensPINN,56,0,flip_h_r180,H13b_eff4,0.823536326206634
D4LensPINN,56,0,flip_h_r180,H14_eff5,0.727258837601795
D4LensPINN,56,0,flip_h_r180,H14b_eff6,0.3651158409602896
D4LensPINN,56,0,flip_h_r180,H15_before_gap,0.9523335326411412
D4LensPINN,56,0,flip_h_r180,H16_after_gap,0.5447516487302475
D4LensPINN,56,0,flip_h_r180,H17_pre_linear,0.5447516487302475
D4LensPINN,56,0,flip_h_r270,H00_preprocess,1.2341473754321348
D4LensPINN,56,0,flip_h_r270,H01_enc1,1.1001913189125772
D4LensPINN,56,0,flip_h_r270,H02_enc2,0.9801658016329274
D4LensPINN,56,0,flip_h_r270,H03_enc3,0.841563717376716
