model,hook,mean_vol,std_vol,mean_rank
D4LensPINN,H08kappaout,0.026074712413355884,0.19899438772417052,7.0
D4LensPINN,H09poisson,10959862215886.994,54803112249243.36,6.982857142857143
D4LensPINN,H11invlens,10973713.058861608,13397037.264046911,7.0
D4LensPINN,H12HANDOFF,127582187.02205357,154774839.83965784,7.0
D4LensPINN,H13eff3,3.696961053227668e+19,1.6159866428211272e+19,7.0
D4LensPINN,H15beforegap,1001419645166.8114,2235215061590.4355,7.0
D4LensPINN,H16aftergap,53.95806356625898,139.02151538801425,7.0
