model,img_idx,true_class,group,hook,delta_l2,act_diff_sq
VanillaLensPINN,793,0,flip_h_r90,H17_pre_linear,12.235440254211426,109.93540954589844
VanillaLensPINN,793,0,flip_h_r180,H00_preprocess,4.194995880126953,1781.148193359375
VanillaLensPINN,793,0,flip_h_r180,H01_enc1,4.194995880126953,410534.0
VanillaLensPINN,793,0,flip_h_r180,H02_enc2,14.216423988342285,228053.0625
VanillaLensPINN,793,0,flip_h_r180,H03_enc3,0.19044438004493713,72951.328125
VanillaLensPINN,793,0,flip_h_r180,H04_bot,0.21591129899024963,1897508.5
VanillaLensPINN,793,0,flip_h_r180,H08_kappa_out,4.194995880126953,10.60007381439209
VanillaLensPINN,793,0,flip_h_r180,H09_poisson,0.5547810196876526,52461.09375
VanillaLensPINN,793,0,flip_h_r180,H10_deflection,0.5547810196876526,361.029052734375
VanillaLensPINN,793,0,flip_h_r180,H11_inv_lens,10.67171859741211,381.1351900100708
VanillaLensPINN,793,0,flip_h_r180,H12_HANDOFF,3.0567939281463623,756.0879516601562
VanillaLensPINN,793,0,flip_h_r180,H13_eff3,3.0567939281463623,641941.75
VanillaLensPINN,793,0,flip_h_r180,H13b_eff4,3.0567939281463623,185573.28125
VanillaLensPINN,793,0,flip_h_r180,H14_eff5,3.0567939281463623,194698.484375
VanillaLensPINN,793,0,flip_h_r180,H14b_eff6,3.0567939281463623,79821.890625
VanillaLensPINN,793,0,flip_h_r180,H15_before_gap,3.0567939281463623,1938.4580078125
VanillaLensPINN,793,0,flip_h_r180,H16_after_gap,3.0567939281463623,15.59661865234375
VanillaLensPINN,793,0,flip_h_r180,H17_pre_linear,3.0567939281463623,15.59661865234375
VanillaLensPINN,793,0,flip_h_r270,H00_preprocess,12.821318626403809,1252.3472900390625
VanillaLensPINN,793,0,flip_h_r270,H01_enc1,12.821318626403809,349603.25
VanillaLensPINN,793,0,flip_h_r270,H02_enc2,14.185050964355469,189509.484375
VanillaLensPINN,793,0,flip_h_r270,H03_enc3,1.2518119812011719,70736.390625
VanillaLensPINN,793,0,flip_h_r270,H04_bot,0.7162319421768188,2075481.875
VanillaLensPINN,793,0,flip_h_r270,H08_kappa_out,12.821318626403809,13.700209617614746
VanillaLensPINN,793,0,flip_h_r270,H09_poisson,1.8530102968215942,166390.6875
VanillaLensPINN,793,0,flip_h_r270,H10_deflection,1.8530102968215942,475.44677734375
VanillaLensPINN,793,0,flip_h_r270,H11_inv_lens,12.769940376281738,274.65975189208984
VanillaLensPINN,793,0,flip_h_r270,H12_HANDOFF,10.512417793273926,544.7933349609375
VanillaLensPINN,793,0,flip_h_r270,H13_eff3,10.512417793273926,682089.25
VanillaLensPINN,793,0,flip_h_r270,H13b_eff4,10.512417793273926,245122.15625
VanillaLensPINN,793,0,flip_h_r270,H14_eff5,10.512417793273926,349004.375
VanillaLensPINN,793,0,flip_h_r270,H14b_eff6,10.512417793273926,288035.8125
VanillaLensPINN,793,0,flip_h_r270,H15_before_gap,10.512417793273926,8755.0390625
VanillaLensPINN,793,0,flip_h_r270,H16_after_gap,10.512417793273926,82.01411437988281
VanillaLensPINN,793,0,flip_h_r270,H17_pre_linear,10.512417793273926,82.01411437988281
VanillaLensPINN,836,1,e,H00_preprocess,0.0,0.0
VanillaLensPINN,836,1,e,H01_enc1,0.0,0.0
VanillaLensPINN,836,1,e,H02_enc2,0.0,0.0
VanillaLensPINN,836,1,e,H03_enc3,0.0,0.0
VanillaLensPINN,836,1,e,H04_bot,0.0,0.0
VanillaLensPINN,836,1,e,H08_kappa_out,0.0,0.0
VanillaLensPINN,836,1,e,H09_poisson,0.0,0.0
VanillaLensPINN,836,1,e,H10_deflection,0.0,0.0
VanillaLensPINN,836,1,e,H11_inv_lens,0.0,0.0
VanillaLensPINN,836,1,e,H12_HANDOFF,0.0,0.0
VanillaLensPINN,836,1,e,H13_eff3,0.0,0.0
VanillaLensPINN,836,1,e,H13b_eff4,0.0,0.0
VanillaLensPINN,836,1,e,H14_eff5,0.0,0.0
VanillaLensPINN,836,1,e,H14b_eff6,0.0,0.0
VanillaLensPINN,836,1,e,H15_before_gap,0.0,0.0
VanillaLensPINN,836,1,e,H16_after_gap,0.0,0.0
VanillaLensPINN,836,1,e,H17_pre_linear,0.0,0.0
VanillaLensPINN,836,1,r90,H00_preprocess,4.501458644866943,837.6854248046875
VanillaLensPINN,836,1,r90,H01_enc1,4.501458644866943,251729.59375
VanillaLensPINN,836,1,r90,H02_enc2,8.33261489868164,177508.375
VanillaLensPINN,836,1,r90,H03_enc3,1.579663634300232,107208.1640625
VanillaLensPINN,836,1,r90,H04_bot,2.4622039794921875,3408137.0
VanillaLensPINN,836,1,r90,H08_kappa_out,4.501458644866943,15.007299423217773
VanillaLensPINN,836,1,r90,H09_poisson,1.5824990272521973,312701.25
VanillaLensPINN,836,1,r90,H10_deflection,1.5824990272521973,884.36962890625
VanillaLensPINN,836,1,r90,H11_inv_lens,13.563828468322754,303.6879005432129
VanillaLensPINN,836,1,r90,H12_HANDOFF,4.644320964813232,599.0146484375
VanillaLensPINN,836,1,r90,H13_eff3,4.644320964813232,794513.5625
VanillaLensPINN,836,1,r90,H13b_eff4,4.644320964813232,411494.25
VanillaLensPINN,836,1,r90,H14_eff5,4.644320964813232,376798.75
VanillaLensPINN,836,1,r90,H14b_eff6,4.644320964813232,300667.25
VanillaLensPINN,836,1,r90,H15_before_gap,4.644320964813232,18090.345703125
VanillaLensPINN,836,1,r90,H16_after_gap,4.644320964813232,21.152923583984375
VanillaLensPINN,836,1,r90,H17_pre_linear,4.644320964813232,21.152923583984375
VanillaLensPINN,836,1,r180,H00_preprocess,3.5621261596679688,1045.69091796875
VanillaLensPINN,836,1,r180,H01_enc1,3.5621261596679688,292928.9375
VanillaLensPINN,836,1,r180,H02_enc2,9.89599323272705,216704.328125
VanillaLensPINN,836,1,r180,H03_enc3,1.6010668277740479,150424.78125
VanillaLensPINN,836,1,r180,H04_bot,0.7557075023651123,4812679.0
VanillaLensPINN,836,1,r180,H08_kappa_out,3.5621261596679688,22.846878051757812
VanillaLensPINN,836,1,r180,H09_poisson,1.6116487979888916,312603.84375
VanillaLensPINN,836,1,r180,H10_deflection,1.6116487979888916,1282.9290771484375
VanillaLensPINN,836,1,r180,H11_inv_lens,6.838925838470459,456.6232280731201
VanillaLensPINN,836,1,r180,H12_HANDOFF,4.366013050079346,906.8197021484375
VanillaLensPINN,836,1,r180,H13_eff3,4.366013050079346,826074.3125
VanillaLensPINN,836,1,r180,H13b_eff4,4.366013050079346,409963.6875
VanillaLensPINN,836,1,r180,H14_eff5,4.366013050079346,440136.9375
VanillaLensPINN,836,1,r180,H14b_eff6,4.366013050079346,465856.75
VanillaLensPINN,836,1,r180,H15_before_gap,4.366013050079346,42734.28125
VanillaLensPINN,836,1,r180,H16_after_gap,4.366013050079346,37.742286682128906
VanillaLensPINN,836,1,r180,H17_pre_linear,4.366013050079346,37.742286682128906
VanillaLensPINN,836,1,r270,H00_preprocess,3.26027250289917,837.6854248046875
VanillaLensPINN,836,1,r270,H01_enc1,3.26027250289917,253318.296875
VanillaLensPINN,836,1,r270,H02_enc2,9.875815391540527,168132.0625
VanillaLensPINN,836,1,r270,H03_enc3,2.0118744373321533,97200.3125
VanillaLensPINN,836,1,r270,H04_bot,1.6702288389205933,3051056.0
VanillaLensPINN,836,1,r270,H08_kappa_out,3.26027250289917,13.943382263183594
VanillaLensPINN,836,1,r270,H09_poisson,1.3746700286865234,240487.0
VanillaLensPINN,836,1,r270,H10_deflection,1.3746700286865234,749.7806396484375
VanillaLensPINN,836,1,r270,H11_inv_lens,9.01122760772705,302.82242488861084
VanillaLensPINN,836,1,r270,H12_HANDOFF,2.703247308731079,597.0853271484375
VanillaLensPINN,836,1,r270,H13_eff3,2.703247308731079,796031.4375
VanillaLensPINN,836,1,r270,H13b_eff4,2.703247308731079,400327.5
VanillaLensPINN,836,1,r270,H14_eff5,2.703247308731079,371169.875
VanillaLensPINN,836,1,r270,H14b_eff6,2.703247308731079,275420.25
VanillaLensPINN,836,1,r270,H15_before_gap,2.703247308731079,20280.3046875
VanillaLensPINN,836,1,r270,H16_after_gap,2.703247308731079,9.671481132507324
VanillaLensPINN,836,1,r270,H17_pre_linear,2.703247308731079,9.671481132507324
VanillaLensPINN,836,1,flip_h,H00_preprocess,1.4313061237335205,380.0799865722656
VanillaLensPINN,836,1,flip_h,H01_enc1,1.4313061237335205,105645.7421875
VanillaLensPINN,836,1,flip_h,H02_enc2,13.129922866821289,57430.11328125
VanillaLensPINN,836,1,flip_h,H03_enc3,0.805704653263092,15088.701171875
VanillaLensPINN,836,1,flip_h,H04_bot,0.5892651677131653,396468.5
VanillaLensPINN,836,1,flip_h,H08_kappa_out,1.4313061237335205,2.724104404449463
VanillaLensPINN,836,1,flip_h,H09_poisson,0.6804085969924927,21172.544921875
VanillaLensPINN,836,1,flip_h,H10_deflection,0.6804085969924927,75.4836654663086
VanillaLensPINN,836,1,flip_h,H11_inv_lens,9.258943557739258,79.68827486038208
VanillaLensPINN,836,1,flip_h,H12_HANDOFF,1.1111122369766235,154.51449584960938
VanillaLensPINN,836,1,flip_h,H13_eff3,1.1111122369766235,556273.125
VanillaLensPINN,836,1,flip_h,H13b_eff4,1.1111122369766235,311543.96875
VanillaLensPINN,836,1,flip_h,H14_eff5,1.1111122369766235,303747.71875
VanillaLensPINN,836,1,flip_h,H14b_eff6,1.1111122369766235,253477.53125
VanillaLensPINN,836,1,flip_h,H15_before_gap,1.1111122369766235,21093.396484375
VanillaLensPINN,836,1,flip_h,H16_after_gap,1.1111122369766235,3.649421215057373
VanillaLensPINN,836,1,flip_h,H17_pre_linear,1.1111122369766235,3.649421215057373
VanillaLensPINN,836,1,flip_h_r90,H00_preprocess,2.33809232711792,875.8154296875
VanillaLensPINN,836,1,flip_h_r90,H01_enc1,2.33809232711792,266190.9375
VanillaLensPINN,836,1,flip_h_r90,H02_enc2,3.7727935314178467,199477.09375
VanillaLensPINN,836,1,flip_h_r90,H03_enc3,0.3933831453323364,110293.4140625
VanillaLensPINN,836,1,flip_h_r90,H04_bot,2.1907882690429688,3488064.5
VanillaLensPINN,836,1,flip_h_r90,H08_kappa_out,2.33809232711792,17.25951385498047
VanillaLensPINN,836,1,flip_h_r90,H09_poisson,1.2238872051239014,507804.65625
VanillaLensPINN,836,1,flip_h_r90,H10_deflection,1.2238872051239014,1259.85009765625
VanillaLensPINN,836,1,flip_h_r90,H11_inv_lens,7.629337310791016,351.9488220214844
VanillaLensPINN,836,1,flip_h_r90,H12_HANDOFF,5.043767929077148,694.1605224609375
VanillaLensPINN,836,1,flip_h_r90,H13_eff3,5.043767929077148,761795.125
VanillaLensPINN,836,1,flip_h_r90,H13b_eff4,5.043767929077148,287054.15625
VanillaLensPINN,836,1,flip_h_r90,H14_eff5,5.043767929077148,242374.96875
VanillaLensPINN,836,1,flip_h_r90,H14b_eff6,5.043767929077148,75433.578125
VanillaLensPINN,836,1,flip_h_r90,H15_before_gap,5.043767929077148,3275.19482421875
VanillaLensPINN,836,1,flip_h_r90,H16_after_gap,5.043767929077148,24.74288558959961
VanillaLensPINN,836,1,flip_h_r90,H17_pre_linear,5.043767929077148,24.74288558959961
VanillaLensPINN,836,1,flip_h_r180,H00_preprocess,3.4852516651153564,1046.1531982421875
VanillaLensPINN,836,1,flip_h_r180,H01_enc1,3.4852516651153564,293364.125
VanillaLensPINN,836,1,flip_h_r180,H02_enc2,7.54461145401001,208676.078125
VanillaLensPINN,836,1,flip_h_r180,H03_enc3,1.3906041383743286,148793.0625
VanillaLensPINN,836,1,flip_h_r180,H04_bot,0.543819785118103,4769370.0
VanillaLensPINN,836,1,flip_h_r180,H08_kappa_out,3.4852516651153564,21.42913055419922
VanillaLensPINN,836,1,flip_h_r180,H09_poisson,1.5581011772155762,276005.1875
VanillaLensPINN,836,1,flip_h_r180,H10_deflection,1.5581011772155762,1162.120361328125
VanillaLensPINN,836,1,flip_h_r180,H11_inv_lens,6.895843982696533,453.38940048217773
VanillaLensPINN,836,1,flip_h_r180,H12_HANDOFF,2.772874355316162,899.8873291015625
VanillaLensPINN,836,1,flip_h_r180,H13_eff3,2.772874355316162,803355.5
VanillaLensPINN,836,1,flip_h_r180,H13b_eff4,2.772874355316162,389422.3125
VanillaLensPINN,836,1,flip_h_r180,H14_eff5,2.772874355316162,380381.0625
VanillaLensPINN,836,1,flip_h_r180,H14b_eff6,2.772874355316162,266385.125
VanillaLensPINN,836,1,flip_h_r180,H15_before_gap,2.772874355316162,14985.09765625
VanillaLensPINN,836,1,flip_h_r180,H16_after_gap,2.772874355316162,13.659257888793945
VanillaLensPINN,836,1,flip_h_r180,H17_pre_linear,2.772874355316162,13.659257888793945
VanillaLensPINN,836,1,flip_h_r270,H00_preprocess,2.35917592048645,628.0225830078125
VanillaLensPINN,836,1,flip_h_r270,H01_enc1,2.35917592048645,181146.015625
VanillaLensPINN,836,1,flip_h_r270,H02_enc2,5.088373184204102,120926.640625
VanillaLensPINN,836,1,flip_h_r270,H03_enc3,2.076215982437134,85886.9921875
VanillaLensPINN,836,1,flip_h_r270,H04_bot,1.2560216188430786,2746292.75
VanillaLensPINN,836,1,flip_h_r270,H08_kappa_out,2.35917592048645,11.906728744506836
VanillaLensPINN,836,1,flip_h_r270,H09_poisson,0.7281184196472168,213008.0625
VanillaLensPINN,836,1,flip_h_r270,H10_deflection,0.7281184196472168,579.1026000976562
VanillaLensPINN,836,1,flip_h_r270,H11_inv_lens,7.049018859863281,204.8384141921997
VanillaLensPINN,836,1,flip_h_r270,H12_HANDOFF,1.2411630153656006,402.49603271484375
VanillaLensPINN,836,1,flip_h_r270,H13_eff3,1.2411630153656006,792956.0
VanillaLensPINN,836,1,flip_h_r270,H13b_eff4,1.2411630153656006,355221.875
VanillaLensPINN,836,1,flip_h_r270,H14_eff5,1.2411630153656006,408165.75
VanillaLensPINN,836,1,flip_h_r270,H14b_eff6,1.2411630153656006,351867.34375
VanillaLensPINN,836,1,flip_h_r270,H15_before_gap,1.2411630153656006,30722.74609375
VanillaLensPINN,836,1,flip_h_r270,H16_after_gap,1.2411630153656006,3.954099655151367
VanillaLensPINN,836,1,flip_h_r270,H17_pre_linear,1.2411630153656006,3.954099655151367
VanillaLensPINN,853,0,e,H00_preprocess,0.0,0.0
VanillaLensPINN,853,0,e,H01_enc1,0.0,0.0
VanillaLensPINN,853,0,e,H02_enc2,0.0,0.0
VanillaLensPINN,853,0,e,H03_enc3,0.0,0.0
VanillaLensPINN,853,0,e,H04_bot,0.0,0.0
VanillaLensPINN,853,0,e,H08_kappa_out,0.0,0.0
VanillaLensPINN,853,0,e,H09_poisson,0.0,0.0
VanillaLensPINN,853,0,e,H10_deflection,0.0,0.0
VanillaLensPINN,853,0,e,H11_inv_lens,0.0,0.0
VanillaLensPINN,853,0,e,H12_HANDOFF,0.0,0.0
VanillaLensPINN,853,0,e,H13_eff3,0.0,0.0
VanillaLensPINN,853,0,e,H13b_eff4,0.0,0.0
VanillaLensPINN,853,0,e,H14_eff5,0.0,0.0
VanillaLensPINN,853,0,e,H14b_eff6,0.0,0.0
VanillaLensPINN,853,0,e,H15_before_gap,0.0,0.0
VanillaLensPINN,853,0,e,H16_after_gap,0.0,0.0
VanillaLensPINN,853,0,e,H17_pre_linear,0.0,0.0
VanillaLensPINN,853,0,r90,H00_preprocess,9.821924209594727,1143.02880859375
VanillaLensPINN,853,0,r90,H01_enc1,9.821924209594727,308697.75
VanillaLensPINN,853,0,r90,H02_enc2,15.698895454406738,213357.015625
VanillaLensPINN,853,0,r90,H03_enc3,2.9798734188079834,125562.140625
VanillaLensPINN,853,0,r90,H04_bot,1.405958652496338,3922527.5
VanillaLensPINN,853,0,r90,H08_kappa_out,9.821924209594727,12.212774276733398
VanillaLensPINN,853,0,r90,H09_poisson,0.44033485651016235,194067.1875
VanillaLensPINN,853,0,r90,H10_deflection,0.44033485651016235,502.49908447265625
VanillaLensPINN,853,0,r90,H11_inv_lens,15.689781188964844,376.5901069641113
VanillaLensPINN,853,0,r90,H12_HANDOFF,7.45670747756958,748.2078857421875
VanillaLensPINN,853,0,r90,H13_eff3,7.45670747756958,802243.4375
VanillaLensPINN,853,0,r90,H13b_eff4,7.45670747756958,252635.125
VanillaLensPINN,853,0,r90,H14_eff5,7.45670747756958,310664.25
VanillaLensPINN,853,0,r90,H14b_eff6,7.45670747756958,177948.34375
VanillaLensPINN,853,0,r90,H15_before_gap,7.45670747756958,6073.5390625
VanillaLensPINN,853,0,r90,H16_after_gap,7.45670747756958,69.72969055175781
VanillaLensPINN,853,0,r90,H17_pre_linear,7.45670747756958,69.72969055175781
VanillaLensPINN,853,0,r180,H00_preprocess,1.1601639986038208,822.75146484375
VanillaLensPINN,853,0,r180,H01_enc1,1.1601639986038208,217699.90625
VanillaLensPINN,853,0,r180,H02_enc2,18.7551326751709,118000.46875
VanillaLensPINN,853,0,r180,H03_enc3,1.54049813747406,37824.60546875
VanillaLensPINN,853,0,r180,H04_bot,1.13381826877594,984995.0625
VanillaLensPINN,853,0,r180,H08_kappa_out,1.1601639986038208,4.921856880187988
VanillaLensPINN,853,0,r180,H09_poisson,0.2999045252799988,35377.140625
VanillaLensPINN,853,0,r180,H10_deflection,0.2999045252799988,178.09445190429688
VanillaLensPINN,853,0,r180,H11_inv_lens,14.605365753173828,209.62785053253174
VanillaLensPINN,853,0,r180,H12_HANDOFF,5.604379177093506,396.9163513183594
VanillaLensPINN,853,0,r180,H13_eff3,5.604379177093506,614521.375
VanillaLensPINN,853,0,r180,H13b_eff4,5.604379177093506,158463.40625
VanillaLensPINN,853,0,r180,H14_eff5,5.604379177093506,218980.203125
VanillaLensPINN,853,0,r180,H14b_eff6,5.604379177093506,113627.71875
VanillaLensPINN,853,0,r180,H15_before_gap,5.604379177093506,4040.56640625
VanillaLensPINN,853,0,r180,H16_after_gap,5.604379177093506,43.80279541015625
VanillaLensPINN,853,0,r180,H17_pre_linear,5.604379177093506,43.80279541015625
VanillaLensPINN,853,0,r270,H00_preprocess,10.333178520202637,1143.02880859375
VanillaLensPINN,853,0,r270,H01_enc1,10.333178520202637,307524.46875
VanillaLensPINN,853,0,r270,H02_enc2,17.308122634887695,212663.625
VanillaLensPINN,853,0,r270,H03_enc3,1.6230645179748535,124601.203125
VanillaLensPINN,853,0,r270,H04_bot,0.9498063325881958,3936630.5
VanillaLensPINN,853,0,r270,H08_kappa_out,10.333178520202637,12.043774604797363
VanillaLensPINN,853,0,r270,H09_poisson,1.118310570716858,140791.53125
VanillaLensPINN,853,0,r270,H10_deflection,1.118310570716858,443.01519775390625
VanillaLensPINN,853,0,r270,H11_inv_lens,17.989133834838867,376.3233280181885
VanillaLensPINN,853,0,r270,H12_HANDOFF,7.700223922729492,747.7720947265625
VanillaLensPINN,853,0,r270,H13_eff3,7.700223922729492,789288.6875
VanillaLensPINN,853,0,r270,H13b_eff4,7.700223922729492,261966.3125
VanillaLensPINN,853,0,r270,H14_eff5,7.700223922729492,321267.96875
VanillaLensPINN,853,0,r270,H14b_eff6,7.700223922729492,175585.34375
VanillaLensPINN,853,0,r270,H15_before_gap,7.700223922729492,6069.666015625
VanillaLensPINN,853,0,r270,H16_after_gap,7.700223922729492,61.02919006347656
VanillaLensPINN,853,0,r270,H17_pre_linear,7.700223922729492,61.02919006347656
VanillaLensPINN,853,0,flip_h,H00_preprocess,0.3140561580657959,209.52020263671875
VanillaLensPINN,853,0,flip_h,H01_enc1,0.3140561580657959,50899.8203125
VanillaLensPINN,853,0,flip_h,H02_enc2,13.737356185913086,21586.1640625
VanillaLensPINN,853,0,flip_h,H03_enc3,0.19710707664489746,5932.25927734375
VanillaLensPINN,853,0,flip_h,H04_bot,0.20415860414505005,134776.484375
VanillaLensPINN,853,0,flip_h,H08_kappa_out,0.3140561580657959,1.0025291442871094
VanillaLensPINN,853,0,flip_h,H09_poisson,0.23758766055107117,2442.6162109375
VanillaLensPINN,853,0,flip_h,H10_deflection,0.23758766055107117,15.402999877929688
VanillaLensPINN,853,0,flip_h,H11_inv_lens,14.782858848571777,28.852193117141724
VanillaLensPINN,853,0,flip_h,H12_HANDOFF,7.040729522705078,55.285308837890625
VanillaLensPINN,853,0,flip_h,H13_eff3,7.040729522705078,394769.5625
VanillaLensPINN,853,0,flip_h,H13b_eff4,7.040729522705078,119910.3671875
VanillaLensPINN,853,0,flip_h,H14_eff5,7.040729522705078,167987.09375
VanillaLensPINN,853,0,flip_h,H14b_eff6,7.040729522705078,132754.78125
VanillaLensPINN,853,0,flip_h,H15_before_gap,7.040729522705078,4903.03515625
VanillaLensPINN,853,0,flip_h,H16_after_gap,7.040729522705078,42.227447509765625
VanillaLensPINN,853,0,flip_h,H17_pre_linear,7.040729522705078,42.227447509765625
VanillaLensPINN,853,0,flip_h_r90,H00_preprocess,6.937023162841797,1134.7294921875
VanillaLensPINN,853,0,flip_h_r90,H01_enc1,6.937023162841797,302021.5625
VanillaLensPINN,853,0,flip_h_r90,H02_enc2,15.84631061553955,203908.84375
VanillaLensPINN,853,0,flip_h_r90,H03_enc3,2.7764291763305664,126019.078125
VanillaLensPINN,853,0,flip_h_r90,H04_bot,1.1639063358306885,3951516.0
VanillaLensPINN,853,0,flip_h_r90,H08_kappa_out,6.937023162841797,12.478811264038086
VanillaLensPINN,853,0,flip_h_r90,H09_poisson,0.07891695201396942,182069.6875
VanillaLensPINN,853,0,flip_h_r90,H10_deflection,0.07891695201396942,505.1399230957031
VanillaLensPINN,853,0,flip_h_r90,H11_inv_lens,16.015954971313477,362.26069498062134
VanillaLensPINN,853,0,flip_h_r90,H12_HANDOFF,5.952969551086426,719.9437255859375
VanillaLensPINN,853,0,flip_h_r90,H13_eff3,5.952969551086426,793003.75
VanillaLensPINN,853,0,flip_h_r90,H13b_eff4,5.952969551086426,256175.484375
VanillaLensPINN,853,0,flip_h_r90,H14_eff5,5.952969551086426,307236.84375
VanillaLensPINN,853,0,flip_h_r90,H14b_eff6,5.952969551086426,140227.03125
VanillaLensPINN,853,0,flip_h_r90,H15_before_gap,5.952969551086426,4806.60107421875
VanillaLensPINN,853,0,flip_h_r90,H16_after_gap,5.952969551086426,56.39913558959961
VanillaLensPINN,853,0,flip_h_r90,H17_pre_linear,5.952969551086426,56.39913558959961
VanillaLensPINN,853,0,flip_h_r180,H00_preprocess,1.078791856765747,799.56982421875
VanillaLensPINN,853,0,flip_h_r180,H01_enc1,1.078791856765747,212254.890625
VanillaLensPINN,853,0,flip_h_r180,H02_enc2,18.95831871032715,115067.03125
VanillaLensPINN,853,0,flip_h_r180,H03_enc3,1.2159655094146729,38548.2265625
VanillaLensPINN,853,0,flip_h_r180,H04_bot,0.8395180702209473,1024381.0
VanillaLensPINN,853,0,flip_h_r180,H08_kappa_out,1.078791856765747,4.950230598449707
VanillaLensPINN,853,0,flip_h_r180,H09_poisson,0.24897782504558563,34178.78515625
VanillaLensPINN,853,0,flip_h_r180,H10_deflection,0.24897782504558563,173.80816650390625
VanillaLensPINN,853,0,flip_h_r180,H11_inv_lens,13.848587036132812,203.2433795928955
VanillaLensPINN,853,0,flip_h_r180,H12_HANDOFF,2.48772931098938,385.6438903808594
VanillaLensPINN,853,0,flip_h_r180,H13_eff3,2.48772931098938,600827.6875
VanillaLensPINN,853,0,flip_h_r180,H13b_eff4,2.48772931098938,160343.625
VanillaLensPINN,853,0,flip_h_r180,H14_eff5,2.48772931098938,189634.5625
VanillaLensPINN,853,0,flip_h_r180,H14b_eff6,2.48772931098938,57778.640625
VanillaLensPINN,853,0,flip_h_r180,H15_before_gap,2.48772931098938,1900.1153564453125
VanillaLensPINN,853,0,flip_h_r180,H16_after_gap,2.48772931098938,17.48209571838379
VanillaLensPINN,853,0,flip_h_r180,H17_pre_linear,2.48772931098938,17.48209571838379
VanillaLensPINN,853,0,flip_h_r270,H00_preprocess,10.227897644042969,1145.9969482421875
VanillaLensPINN,853,0,flip_h_r270,H01_enc1,10.227897644042969,312637.78125
VanillaLensPINN,853,0,flip_h_r270,H02_enc2,17.638965606689453,217420.875
VanillaLensPINN,853,0,flip_h_r270,H03_enc3,1.9825208187103271,125584.265625
VanillaLensPINN,853,0,flip_h_r270,H04_bot,1.0076528787612915,3972024.25
VanillaLensPINN,853,0,flip_h_r270,H08_kappa_out,10.227897644042969,11.781506538391113
VanillaLensPINN,853,0,flip_h_r270,H09_poisson,2.4744982719421387,130152.859375
VanillaLensPINN,853,0,flip_h_r270,H10_deflection,2.4744982719421387,419.5293273925781
VanillaLensPINN,853,0,flip_h_r270,H11_inv_lens,16.137226104736328,388.5311622619629
VanillaLensPINN,853,0,flip_h_r270,H12_HANDOFF,10.09837532043457,770.4697875976562
VanillaLensPINN,853,0,flip_h_r270,H13_eff3,10.09837532043457,814113.0
VanillaLensPINN,853,0,flip_h_r270,H13b_eff4,10.09837532043457,257736.0
VanillaLensPINN,853,0,flip_h_r270,H14_eff5,10.09837532043457,330158.0625
VanillaLensPINN,853,0,flip_h_r270,H14b_eff6,10.09837532043457,225614.65625
VanillaLensPINN,853,0,flip_h_r270,H15_before_gap,10.09837532043457,8404.515625
VanillaLensPINN,853,0,flip_h_r270,H16_after_gap,10.09837532043457,85.0063705444336
VanillaLensPINN,853,0,flip_h_r270,H17_pre_linear,10.09837532043457,85.0063705444336
VanillaLensPINN,858,0,e,H00_preprocess,0.0,0.0
VanillaLensPINN,858,0,e,H01_enc1,0.0,0.0
VanillaLensPINN,858,0,e,H02_enc2,0.0,0.0
VanillaLensPINN,858,0,e,H03_enc3,0.0,0.0
VanillaLensPINN,858,0,e,H04_bot,0.0,0.0
VanillaLensPINN,858,0,e,H08_kappa_out,0.0,0.0
VanillaLensPINN,858,0,e,H09_poisson,0.0,0.0
VanillaLensPINN,858,0,e,H10_deflection,0.0,0.0
VanillaLensPINN,858,0,e,H11_inv_lens,0.0,0.0
VanillaLensPINN,858,0,e,H12_HANDOFF,0.0,0.0
VanillaLensPINN,858,0,e,H13_eff3,0.0,0.0
VanillaLensPINN,858,0,e,H13b_eff4,0.0,0.0
VanillaLensPINN,858,0,e,H14_eff5,0.0,0.0
VanillaLensPINN,858,0,e,H14b_eff6,0.0,0.0
VanillaLensPINN,858,0,e,H15_before_gap,0.0,0.0
VanillaLensPINN,858,0,e,H16_after_gap,0.0,0.0
VanillaLensPINN,858,0,e,H17_pre_linear,0.0,0.0
VanillaLensPINN,858,0,r90,H00_preprocess,2.379807472229004,1052.0762939453125
VanillaLensPINN,858,0,r90,H01_enc1,2.379807472229004,310510.625
VanillaLensPINN,858,0,r90,H02_enc2,15.962651252746582,198990.96875
VanillaLensPINN,858,0,r90,H03_enc3,0.42394721508026123,65782.546875
VanillaLensPINN,858,0,r90,H04_bot,0.9038785099983215,1904739.0
VanillaLensPINN,858,0,r90,H08_kappa_out,2.379807472229004,9.167831420898438
VanillaLensPINN,858,0,r90,H09_poisson,1.6654061079025269,147425.375
VanillaLensPINN,858,0,r90,H10_deflection,1.6654061079025269,430.8880615234375
VanillaLensPINN,858,0,r90,H11_inv_lens,12.403297424316406,285.58338260650635
VanillaLensPINN,858,0,r90,H12_HANDOFF,0.3906859755516052,563.0098876953125
VanillaLensPINN,858,0,r90,H13_eff3,0.3906859755516052,648104.75
VanillaLensPINN,858,0,r90,H13b_eff4,0.3906859755516052,186781.875
VanillaLensPINN,858,0,r90,H14_eff5,0.3906859755516052,186585.03125
VanillaLensPINN,858,0,r90,H14b_eff6,0.3906859755516052,24071.56640625
VanillaLensPINN,858,0,r90,H15_before_gap,0.3906859755516052,763.3179931640625
VanillaLensPINN,858,0,r90,H16_after_gap,0.3906859755516052,0.6853790283203125
VanillaLensPINN,858,0,r90,H17_pre_linear,0.3906859755516052,0.6853790283203125
